id,assignment_id,creation_time,event_type
3299,3JBT3HLQF82AKK3LWLA9UH6DOK6ZPI,2016-02-24 01:24:14.986263,AssignmentAccepted
3300,3RU7GD8VPOTDJ8H71TG1YO9A157SP7,2016-02-24 01:24:15.388324,AssignmentAccepted
3301,39DD6S19JPB6NTEVN7UY0579AD4ZEX,2016-02-24 01:25:07.039698,AssignmentSubmitted
3302,3BF51CHDTVAL5IZ79EPCF910KMF0HO,2016-02-24 01:25:07.779658,AssignmentSubmitted
3303,3JBT3HLQF82AKK3LWLA9UH6DOK6ZPI,2016-02-24 01:27:32.231182,AssignmentSubmitted
3304,3U088ZLJVKT328UW4DBCGCBNZAS0WO,2016-02-24 01:28:44.134201,AssignmentAccepted
3305,3RU7GD8VPOTDJ8H71TG1YO9A157SP7,2016-02-24 01:31:06.06667,AssignmentSubmitted
3306,3U088ZLJVKT328UW4DBCGCBNZAS0WO,2016-02-24 01:33:29.609718,AssignmentSubmitted
3307,3IGI0VL647KYIVD1EXM0AUUE413NO9,2016-02-24 01:37:17.479433,AssignmentAccepted
3308,3RXPCZQMQPB7CBPELRBU8E89AE7G17,2016-02-24 01:37:17.879267,AssignmentAccepted
3309,3BDCF01OGXUKO9EI87FJZTORDG2YLT,2016-02-24 01:37:37.121192,AssignmentAccepted
3310,3V0Z7YWSIY0XJTX5TQAUDYLOPZ92VZ,2016-02-24 01:38:11.202138,AssignmentAccepted
3311,3V0Z7YWSIY0XJTX5TQAUDYLOPZ92VZ,2016-02-24 01:38:11.594091,AssignmentReturned
3312,31Q0U3WYDPFOJIEDSO7021VGBBP17Q,2016-02-24 01:38:57.352339,AssignmentAccepted
3313,3ZV9H2YQQD7ZJ0TTN0TVIA9U2MC3WM,2016-02-24 01:40:35.241162,AssignmentAccepted
3314,3IGI0VL647KYIVD1EXM0AUUE413NO9,2016-02-24 01:40:36.129566,AssignmentSubmitted
3315,3RXCAC0YIRPPNB9ZKCK9NOVHOKDG8R,2016-02-24 01:41:14.2706,AssignmentAccepted
3316,3RXPCZQMQPB7CBPELRBU8E89AE7G17,2016-02-24 01:44:11.941774,AssignmentSubmitted
3317,3BDCF01OGXUKO9EI87FJZTORDG2YLT,2016-02-24 01:44:12.808328,AssignmentSubmitted
3318,3L0KT67Y8EG7SM98SGCKBF2M5AAYS7,2016-02-24 01:44:31.309074,AssignmentAccepted
3319,3EO896NRAWVICXROVGG7BXJKUPFTJX,2016-02-24 01:44:38.008685,AssignmentAccepted
3320,38F5OAUN5NCZNTZRUDALUOBNS0LH75,2016-02-24 01:44:43.348092,AssignmentAccepted
3321,3STRJBFXOWRDNHX6D1GJCCJX9EFTKW,2016-02-24 01:44:59.357783,AssignmentAccepted
3322,31Q0U3WYDPFOJIEDSO7021VGBBP17Q,2016-02-24 01:45:32.65472,AssignmentSubmitted
3323,3W8CV64QJ2Z31CNK9A858K2TNQ9H9H,2016-02-24 01:46:00.309559,AssignmentAccepted
3324,38F5OAUN5NCZNTZRUDALUOBNS0LH75,2016-02-24 01:46:03.187305,AssignmentReturned
3325,3ZV9H2YQQD7ZJ0TTN0TVIA9U2MC3WM,2016-02-24 01:46:13.834808,AssignmentSubmitted
3326,30BUDKLTXDV8GFU6GJNIB10E9EXE56,2016-02-24 01:46:22.481933,AssignmentAccepted
3327,320DUZ38G7ME7S5IBGH0CE4V4V7GJB,2016-02-24 01:46:47.257098,AssignmentAccepted
3328,3L0KT67Y8EG7SM98SGCKBF2M5AAYS7,2016-02-24 01:49:19.12042,AssignmentSubmitted
3329,3QY7M81QH7MQPJ0Z0YDI7GRFKHPK7C,2016-02-24 01:50:38.698691,AssignmentAccepted
3330,3STRJBFXOWRDNHX6D1GJCCJX9EFTKW,2016-02-24 01:50:44.846133,AssignmentSubmitted
3331,33FBRBDW6OZC6ZTUIQOQXXA2QSMC8E,2016-02-24 01:51:15.52486,AssignmentAccepted
3332,3EO896NRAWVICXROVGG7BXJKUPFTJX,2016-02-24 01:51:18.538178,AssignmentSubmitted
