id,assignment_id,creation_time,event_type
1957,3HRMW88U16Q7XW0I0B5P7E9W1MFM0C,2016-03-03 17:27:20.846853,AssignmentAccepted
1958,3XLBSAQ9Z4CLEEZL0ZGSUVFSO43Z76,2016-03-03 17:28:25.167704,AssignmentSubmitted
1959,3RXCAC0YIRPPNB9ZKCK9NOVHOYF8GD,2016-03-03 17:29:14.773435,AssignmentSubmitted
1960,37ZHEEHM6WMKTLSSFSLJQUAD99437D,2016-03-03 17:29:42.401468,AssignmentSubmitted
1961,3H0W84IWBK2XL2S4DQ0LE25A1AOERE,2016-03-03 17:30:16.620466,AssignmentAccepted
1962,3VHP9MDGRNKLLE3HQ4UW7PRODA1CFP,2016-03-03 17:30:18.158847,AssignmentAccepted
1963,3M68NM076H7T8NZP78HN2EDXKC0R66,2016-03-03 17:30:49.577444,AssignmentSubmitted
1964,34X6J5FLPTY5KHZWECMC6S8XAWIJQ3,2016-03-03 17:31:27.861382,AssignmentAccepted
1965,3HRMW88U16Q7XW0I0B5P7E9W1MFM0C,2016-03-03 17:32:22.261236,AssignmentSubmitted
1966,3DIP6YHAPCSR3XD8EHULNLA5BI08EW,2016-03-03 17:32:39.042064,AssignmentSubmitted
1967,3IKZ72A5B4G4CI08FU3AN0L0CEFNFI,2016-03-03 17:33:19.728372,AssignmentAccepted
1968,34X6J5FLPTY5KHZWECMC6S8XAWIJQ3,2016-03-03 17:34:56.783355,AssignmentSubmitted
1969,3ATPCQ38J8A3SQNEBGQTQF8GJI6AYI,2016-03-03 17:34:59.239965,AssignmentAccepted
1970,3QAVNHZ3EM4JSRGFS113W76KA32LA1,2016-03-03 17:35:12.334772,AssignmentAccepted
1971,39LOEL67OS5OTZXBPXDP4U68KTB381,2016-03-03 17:35:36.411964,AssignmentAccepted
1972,3TY7ZAOG5FKC780FFZS9S1HSCHL0KM,2016-03-03 17:36:01.35933,AssignmentAccepted
1973,3TY7ZAOG5FKC780FFZS9S1HSCHL0KM,2016-03-03 17:36:14.057078,AssignmentReturned
1974,3SNVL38CI4SW10VVRFLTN2JTL6HKCY,2016-03-03 17:36:23.383318,AssignmentAccepted
1975,31IBVUNM9SZHKN9HHLP1XHFDYHHFVR,2016-03-03 17:37:03.78273,AssignmentAccepted
1976,31IBVUNM9SZHKN9HHLP1XHFDYHHFVR,2016-03-03 17:37:42.632609,AssignmentReturned
1977,39LOEL67OS5OTZXBPXDP4U68KTB381,2016-03-03 17:38:04.894957,AssignmentSubmitted
1978,3HHRAGRYX85DTT97DN3VSTZUZQPO96,2016-03-03 17:38:48.956317,AssignmentAccepted
1979,3IKZ72A5B4G4CI08FU3AN0L0CEFNFI,2016-03-03 17:38:54.309971,AssignmentSubmitted
1980,3QAVNHZ3EM4JSRGFS113W76KA32LA1,2016-03-03 17:38:55.746769,AssignmentSubmitted
1981,3ATPCQ38J8A3SQNEBGQTQF8GJI6AYI,2016-03-03 17:39:52.036746,AssignmentSubmitted
1982,3DPNQGW4LLFM7HXRWWLAUL2NSYH643,2016-03-03 17:39:59.219834,AssignmentAccepted
1983,37UEWGM5HT8Y11YS12567IMGC1LR19,2016-03-03 17:41:12.609751,AssignmentAccepted
1984,3W92K5RLWUHPIQGSB9CSB5O09N25VX,2016-03-03 17:41:31.87779,AssignmentAbandoned
1985,3VP0C6EFSGW2B7MX20L6GFJNEP2M6E,2016-03-03 17:41:56.557518,AssignmentAccepted
1986,3H0W84IWBK2XL2S4DQ0LE25A1AOERE,2016-03-03 17:42:00.255321,AssignmentSubmitted
1987,37UEWGM5HT8Y11YS12567IMGC1M1RK,2016-03-03 17:42:17.25795,AssignmentAccepted
1988,32UTUBMZ7GWR76X1CJ35EROSJJPBV5,2016-03-03 17:42:38.099288,AssignmentAccepted
