id,type,network_id,creation_time,failed,time_of_death,participant_id,property1,property2,property3,property4,property5
436,bandit_agent,1,2016-03-03 06:56:58.193161,f,,A2O2Q0LVWOWJ1G:3UN61F00HWPXPJZB2P7IA8ZXOG5R54,0.16000000000000003,8,,,
391,bandit_agent,1,2016-03-03 05:32:20.580201,f,,A4ZYJ6KIIFQI4:3ON104KXQKWK1WCXNEYESF10GZMW44,0.36,7,,,
398,bandit_agent,1,2016-03-03 06:07:05.698553,f,,A2FIMENJ9UMN7M:32XVDSJFPZXET63WFY93Q22BYJD2MO,0.04000000000000001,8,,,
616,bandit_agent,1,2016-03-03 13:12:46.595456,f,,A2AS1XVESKIKG:3137ONMDKG56WCJQXF69FYR3Z16EGB,1.0000000000000004e-12,12,,,
406,bandit_agent,1,2016-03-03 06:13:58.986185,f,,A2C7VUFGB8WGCG:3TVSS0C0E104IHRN2FZM0NDSWY4WT1,0.16000000000000003,8,,,
443,bandit_agent,1,2016-03-03 07:29:25.546735,f,,AFNN1QPV1CWV0:308XBLVESI4ZEZGK3ZYVDUZPYCSRB6,0.4900000000000001,9,,,
456,bandit_agent,1,2016-03-03 08:00:49.423766,f,,A17LSINELZPCMD:3WJ1OXY92AGODKWWYCSZR2KEQ2K8AH,0.04000000000000001,9,,,
596,bandit_agent,1,2016-03-03 13:00:29.297917,f,,A8SP23ECDU4F0:3IOEN3P9S7J5FI089E28WNVKGEZ16D,0.09,12,,,
593,bandit_agent,1,2016-03-03 12:58:36.187304,t,2016-03-03 13:02:04.814389,A1PX3VHCGYY0XS:3ZY8KE4ISJ3EBCZQV10V9GJR5JHVQS,0.010000000000000002,12,,,
461,bandit_agent,1,2016-03-03 08:17:03.375231,t,2016-03-03 08:23:32.545737,A2J237J8KM3OCS:3I3WADAZ9Q4US67VAXQEGDUSDTN5OB,1.0000000000000004e-12,9,,,
538,bandit_agent,1,2016-03-03 11:50:21.760456,t,2016-03-03 11:53:32.276878,A1ILVG1ZRD2IDD:3YDGXNSEOZU9BVGFPBI8EZYEYTY48E,1.0000000000000004e-12,11,,,
469,bandit_agent,1,2016-03-03 08:50:33.784045,f,,A3JSKHBZSNAGF9:3OSWBBLG1EXCQS0GQUVTX29D2ERXDH,0.04000000000000001,9,,,
476,bandit_agent,1,2016-03-03 09:10:51.947971,f,,AZP301TUFBRUG:3VZLGYJEYLAFTT5CICKQOUSGQW2XZH,0.04000000000000001,9,,,
491,bandit_agent,1,2016-03-03 10:28:00.601251,f,,A2KDCANVN4H2EK:39GAF6DQWR0QU8F9AMAG8FBJX6MV1S,0.09,9,,,
542,bandit_agent,1,2016-03-03 11:53:59.697798,f,,A6UORND5JV7HN:339ANSOTR52NE3HVJPHFY5HOYBTKIS,0.04000000000000001,11,,,
523,bandit_agent,1,2016-03-03 11:30:09.494584,f,,A351OM98GNHTOK:34YB12FSQYO480B3EDUSS6WC83WMG7,0.04000000000000001,10,,,
626,bandit_agent,1,2016-03-03 13:17:38.966371,f,,AO6GKJ7LC2FL:3EICBYG644W1QGPD9ULHMNJG6H9JCQ,0.25,12,,,
539,bandit_agent,1,2016-03-03 11:51:43.179912,t,2016-03-03 12:05:35.976319,A2TZ1LUKSQB8XW:36ZN444YTRY64U2AHH985MYXIF2IO7,,11,,,
532,bandit_agent,1,2016-03-03 11:36:52.829532,f,,A2A2PCKG5Q3U2G:34V1S5K3GS1N4N33DRH1BTD3EQM69Q,0.16000000000000003,10,,,
600,bandit_agent,1,2016-03-03 13:03:14.596759,f,,A1KFK92GEFQ9F5:3FK0YFF9PZG6GKV7H0U5F3IZMBWVVM,1.0000000000000004e-12,12,,,
